@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
713,'2024/11/10 16:56:35:950',8,0.421216,0.504397,0.459194,0.504892,0.511969,0.503112,0.552477,0.500744,0.47946,0.577653,0.483831,0.440847,0.455499,0.658085,0.508005,0.660033,0.479925,0.650149,0.47995,0.658719,0.82,0.81,1.112956
714,'2024/11/10 16:56:35:983',8,0.417233,0.503028,0.45378,0.502158,0.50557,0.499515,0.545998,0.497289,0.471129,0.573605,0.476623,0.438925,0.449359,0.655446,0.503298,0.657083,0.473324,0.647811,0.473224,0.656697,0.82,0.81,1.112956
715,'2024/11/10 16:56:36:017',8,0.411527,0.50105,0.446672,0.501059,0.497281,0.498306,0.537638,0.495364,0.458927,0.57297,0.467669,0.437189,0.439778,0.652041,0.493187,0.6554,0.461907,0.646401,0.461659,0.652321,0.82,0.81,1.112956
716,'2024/11/10 16:56:36:050',8,0.401848,0.502089,0.436502,0.501158,0.487413,0.496233,0.528658,0.491441,0.446502,0.56599,0.456015,0.436084,0.430413,0.649953,0.481926,0.651982,0.450724,0.641786,0.450543,0.649364,0.82,0.81,1.112956
717,'2024/11/10 16:56:36:085',8,0.394194,0.499911,0.425581,0.497208,0.474229,0.490807,0.515462,0.485821,0.427302,0.563882,0.441209,0.434772,0.41592,0.644314,0.468974,0.646999,0.434232,0.637365,0.434078,0.642016,0.82,0.81,1.112956
718,'2024/11/10 16:56:36:118',8,0.385727,0.505358,0.414093,0.499444,0.460009,0.489495,0.501298,0.482935,0.409411,0.561765,0.426528,0.435282,0.403185,0.643972,0.457283,0.643537,0.41944,0.635846,0.419346,0.643124,0.82,0.81,1.112956
719,'2024/11/10 16:56:36:150',8,0.38119,0.506391,0.404422,0.499575,0.44576,0.490538,0.484857,0.485495,0.390093,0.557995,0.414364,0.433486,0.391359,0.641083,0.442309,0.640713,0.402341,0.63254,0.40277,0.644334,0.82,0.81,1.112956
720,'2024/11/10 16:56:36:184',8,0.376073,0.492392,0.394354,0.488765,0.431597,0.483121,0.46894,0.478473,0.370344,0.556013,0.400665,0.429458,0.380538,0.632884,0.423384,0.635821,0.385199,0.627865,0.385985,0.639347,0.82,0.81,1.112956
721,'2024/11/10 16:56:36:218',8,0.369337,0.496396,0.38499,0.491961,0.420238,0.484351,0.456632,0.477673,0.35329,0.556449,0.388655,0.432732,0.363774,0.633518,0.40646,0.636511,0.367993,0.628129,0.367893,0.634371,0.82,0.81,1.112956
722,'2024/11/10 16:56:36:250',8,0.364052,0.502871,0.376382,0.497343,0.407744,0.487947,0.441059,0.479044,0.341581,0.560175,0.377267,0.439828,0.355313,0.639514,0.392976,0.64025,0.356932,0.632541,0.356883,0.638992,0.82,0.81,1.112956
723,'2024/11/10 16:56:36:283',8,0.354611,0.510602,0.365002,0.501866,0.394091,0.488451,0.426139,0.477551,0.329636,0.560371,0.363351,0.439188,0.345885,0.640481,0.381349,0.64041,0.346129,0.634269,0.346432,0.641189,0.82,0.81,1.112956
724,'2024/11/10 16:56:36:315',8,0.349502,0.517211,0.357759,0.505226,0.384814,0.487137,0.414694,0.473647,0.323581,0.567068,0.352972,0.444321,0.343024,0.64781,0.373758,0.644949,0.342003,0.64138,0.342067,0.6457,0.82,0.81,1.112956
725,'2024/11/10 16:56:36:349',8,0.342874,0.527472,0.351778,0.513384,0.377866,0.491758,0.405845,0.476612,0.319062,0.571678,0.347817,0.451566,0.337768,0.656408,0.366776,0.650882,0.337199,0.649604,0.336665,0.654435,0.82,0.81,1.112956
726,'2024/11/10 16:56:36:384',8,0.337285,0.542233,0.346392,0.525012,0.373101,0.499559,0.400451,0.482113,0.316314,0.582863,0.341924,0.45997,0.335375,0.671216,0.36664,0.661619,0.335859,0.661471,0.335848,0.669046,0.82,0.81,1.112956
727,'2024/11/10 16:56:36:416',8,0.33541,0.544378,0.343155,0.529058,0.367231,0.502685,0.392196,0.482631,0.314427,0.598203,0.337092,0.467471,0.336082,0.684349,0.367129,0.673812,0.336124,0.674247,0.337208,0.687286,0.82,0.81,1.112956
728,'2024/11/10 16:56:36:487',8,0.33569,0.545888,0.343489,0.536359,0.367557,0.52543,0.391559,0.519212,0.31353,0.582116,0.345292,0.491291,0.322586,0.654931,0.349332,0.655503,0.323991,0.649594,0.323891,0.658093,0.82,0.81,1.112956
729,'2024/11/10 16:56:36:987',8,0.327975,0.567201,0.338446,0.557086,0.367486,0.546385,0.394849,0.538659,0.31574,0.613329,0.339443,0.510976,0.324777,0.68312,0.355987,0.679499,0.328581,0.675419,0.328045,0.681318,0.82,0.81,1.112956
730,'2024/11/10 16:56:37:015',8,0.339949,0.550756,0.348763,0.539435,0.373165,0.523798,0.399443,0.511426,0.317066,0.590884,0.345742,0.491288,0.333455,0.670423,0.361247,0.667704,0.333212,0.661573,0.332864,0.666903,0.82,0.81,1.112956
731,'2024/11/10 16:56:37:050',8,0.351803,0.534282,0.361158,0.523628,0.386074,0.508967,0.41268,0.499304,0.328657,0.576965,0.360499,0.466872,0.343904,0.657998,0.375071,0.656882,0.344698,0.650717,0.34429,0.661398,0.82,0.81,1.112956
732,'2024/11/10 16:56:37:084',8,0.362095,0.518204,0.373158,0.509217,0.40164,0.496867,0.431956,0.489716,0.341238,0.573415,0.374658,0.45184,0.356841,0.649024,0.391539,0.650036,0.358198,0.646721,0.357324,0.652311,0.82,0.81,1.112956
733,'2024/11/10 16:56:37:117',8,0.363262,0.513143,0.381218,0.504841,0.415945,0.494134,0.449881,0.487126,0.361721,0.56469,0.386941,0.445323,0.367103,0.644013,0.410734,0.641794,0.374857,0.636561,0.374808,0.64412,0.82,0.81,1.112956
734,'2024/11/10 16:56:37:151',8,0.364436,0.518062,0.386824,0.506002,0.428239,0.491493,0.465048,0.483248,0.377362,0.558329,0.394824,0.442314,0.379008,0.641188,0.431053,0.629109,0.39188,0.626195,0.392207,0.633669,0.82,0.81,1.112956
735,'2024/11/10 16:56:37:183',8,0.376437,0.511907,0.403613,0.49968,0.448146,0.486458,0.48533,0.481077,0.404409,0.544424,0.416744,0.431548,0.395015,0.629319,0.450035,0.618728,0.413395,0.612068,0.41355,0.621703,0.82,0.81,1.112956
736,'2024/11/10 16:56:37:216',8,0.38901,0.497199,0.420605,0.489202,0.467831,0.480977,0.505229,0.478063,0.431732,0.53856,0.439056,0.421579,0.411575,0.617203,0.470363,0.61133,0.435737,0.602592,0.435671,0.607881,0.82,0.81,1.112956
737,'2024/11/10 16:56:37:250',8,0.403466,0.483187,0.437693,0.480216,0.485073,0.479446,0.520687,0.481883,0.45713,0.528414,0.460812,0.417375,0.430608,0.610427,0.486992,0.611535,0.457116,0.597175,0.457072,0.604028,0.82,0.81,1.112956
738,'2024/11/10 16:56:37:284',8,0.416655,0.481157,0.452312,0.477636,0.49952,0.479542,0.533245,0.485377,0.480315,0.527087,0.477924,0.416251,0.448169,0.612766,0.504829,0.613716,0.478168,0.597002,0.478209,0.603997,0.82,0.81,1.112956
739,'2024/11/10 16:56:37:317',8,0.430094,0.475943,0.466477,0.476091,0.513939,0.482962,0.546102,0.491648,0.499389,0.526542,0.494846,0.419643,0.463539,0.612533,0.519591,0.61672,0.495222,0.599298,0.49537,0.604307,0.82,0.81,1.112956
740,'2024/11/10 16:56:37:350',8,0.442464,0.471373,0.480242,0.474476,0.527877,0.484651,0.557958,0.494342,0.520966,0.523703,0.51099,0.420411,0.480225,0.610256,0.535219,0.616861,0.514396,0.59779,0.514681,0.604746,0.82,0.81,1.112956
741,'2024/11/10 16:56:37:383',8,0.455133,0.467432,0.493035,0.471435,0.539253,0.482609,0.567086,0.492615,0.540143,0.528171,0.524399,0.421465,0.495193,0.608015,0.551001,0.615836,0.532149,0.599335,0.532282,0.60358,0.82,0.81,1.112956
742,'2024/11/10 16:56:37:415',8,0.467052,0.465755,0.50593,0.470918,0.55185,0.482551,0.578521,0.492344,0.557428,0.530912,0.538594,0.422526,0.508627,0.60899,0.564068,0.616914,0.547326,0.601995,0.54732,0.607434,0.82,0.81,1.112956
743,'2024/11/10 16:56:37:450',8,0.480035,0.4686,0.518439,0.476884,0.562266,0.491889,0.585457,0.503158,0.575442,0.536614,0.552073,0.428974,0.524604,0.613114,0.5746,0.623676,0.562909,0.607116,0.562452,0.613492,0.82,0.81,1.112956
744,'2024/11/10 16:56:37:482',8,0.491316,0.471044,0.529099,0.481999,0.571057,0.499408,0.591877,0.510735,0.589155,0.546613,0.563147,0.437234,0.535399,0.61723,0.583851,0.629701,0.574429,0.614822,0.573822,0.619683,0.82,0.81,1.112956
745,'2024/11/10 16:56:37:516',8,0.502802,0.473898,0.538971,0.486163,0.577862,0.505311,0.596119,0.517135,0.601305,0.554601,0.571666,0.445326,0.550301,0.626106,0.593979,0.636273,0.587349,0.622123,0.586933,0.627776,0.82,0.81,1.112956
746,'2024/11/10 16:56:37:550',8,0.510571,0.474913,0.544617,0.485017,0.581569,0.502737,0.598294,0.513334,0.607763,0.550729,0.574753,0.44118,0.55829,0.626383,0.602283,0.634748,0.595486,0.621678,0.595256,0.628763,0.82,0.81,1.112956
747,'2024/11/10 16:56:37:583',8,0.521387,0.473162,0.556059,0.485785,0.591919,0.502849,0.607318,0.510888,0.620869,0.558892,0.587384,0.444143,0.568993,0.632457,0.61004,0.641294,0.605792,0.629084,0.605138,0.638278,0.82,0.81,1.112956
748,'2024/11/10 16:56:37:617',8,0.532945,0.477974,0.566799,0.492195,0.600772,0.510675,0.613905,0.519873,0.631468,0.568331,0.598771,0.450265,0.580768,0.640829,0.616784,0.650358,0.615222,0.636864,0.614419,0.64549,0.82,0.81,1.112956
749,'2024/11/10 16:56:37:650',8,0.542903,0.485768,0.577394,0.500638,0.612198,0.520736,0.625547,0.53066,0.642294,0.580337,0.610774,0.458639,0.588028,0.651075,0.625674,0.662761,0.623943,0.649562,0.622961,0.657218,0.82,0.81,1.112956
750,'2024/11/10 16:56:37:683',8,0.551282,0.488765,0.586486,0.504059,0.623288,0.524749,0.638804,0.53595,0.648554,0.587587,0.621444,0.462233,0.59268,0.65796,0.633547,0.671226,0.629343,0.65928,0.628817,0.664639,0.82,0.81,1.112956
751,'2024/11/10 16:56:37:716',8,0.556221,0.49276,0.591127,0.507451,0.627725,0.526792,0.643368,0.53633,0.653294,0.590757,0.625959,0.463119,0.596133,0.660496,0.637592,0.672095,0.633498,0.66241,0.633191,0.666642,0.82,0.81,1.112956
752,'2024/11/10 16:56:37:749',8,0.566454,0.493764,0.599766,0.509397,0.633458,0.528734,0.646244,0.538131,0.65927,0.596812,0.635,0.46815,0.601452,0.662478,0.637432,0.674383,0.63689,0.665499,0.635786,0.670913,0.82,0.81,1.112956
753,'2024/11/10 16:56:37:781',8,0.574852,0.497058,0.607246,0.511121,0.640418,0.530895,0.652002,0.54128,0.667091,0.596938,0.641454,0.472691,0.60639,0.663204,0.6464,0.67754,0.643908,0.667579,0.643135,0.673909,0.82,0.81,1.112956
754,'2024/11/10 16:56:37:817',8,0.580798,0.504378,0.610988,0.517165,0.641038,0.535298,0.650032,0.543771,0.670341,0.604092,0.643591,0.475909,0.614524,0.674132,0.648344,0.682747,0.648493,0.676378,0.648199,0.681093,0.82,0.81,1.112956
755,'2024/11/10 16:56:38:453',8,0.552878,0.489339,0.585725,0.502318,0.619041,0.522624,0.63265,0.533939,0.647628,0.571973,0.615966,0.465622,0.592852,0.651528,0.633722,0.663006,0.629929,0.646721,0.629184,0.662796,0.82,0.81,1.112956
756,'2024/11/10 16:56:38:484',8,0.538952,0.476568,0.573999,0.493978,0.613803,0.51932,0.631607,0.533606,0.634994,0.563879,0.61003,0.455752,0.580437,0.641406,0.620724,0.658239,0.61639,0.637942,0.615932,0.646751,0.82,0.81,1.112956
757,'2024/11/10 16:56:38:516',8,0.53152,0.47385,0.565854,0.487923,0.603476,0.510628,0.619028,0.523356,0.630617,0.557943,0.600045,0.448416,0.57524,0.63466,0.614975,0.649965,0.611629,0.632784,0.61152,0.638581,0.82,0.81,1.112956
758,'2024/11/10 16:56:38:549',8,0.52104,0.469099,0.556964,0.480899,0.598317,0.50081,0.617561,0.511829,0.618061,0.549167,0.590685,0.440193,0.563715,0.624383,0.609854,0.639169,0.601625,0.622403,0.601673,0.628386,0.82,0.81,1.112956
759,'2024/11/10 16:56:38:583',8,0.508852,0.469413,0.545656,0.479594,0.588473,0.496623,0.610715,0.50731,0.600637,0.544869,0.578968,0.433488,0.548577,0.617684,0.598514,0.631235,0.586554,0.615244,0.586747,0.619565,0.82,0.81,1.112956
760,'2024/11/10 16:56:38:615',8,0.497992,0.466787,0.535761,0.475451,0.580537,0.491966,0.605091,0.503608,0.587698,0.537982,0.569472,0.42652,0.537976,0.611498,0.589718,0.623112,0.575516,0.606622,0.575869,0.611098,0.82,0.81,1.112956
761,'2024/11/10 16:56:38:648',8,0.48974,0.468344,0.527475,0.475225,0.572021,0.489783,0.597649,0.501127,0.576385,0.534825,0.560139,0.422052,0.527462,0.610494,0.581471,0.621396,0.565242,0.604576,0.565367,0.611062,0.82,0.81,1.112956
762,'2024/11/10 16:56:38:683',8,0.480102,0.466347,0.517938,0.472204,0.564202,0.48676,0.591612,0.499795,0.564154,0.525439,0.550867,0.418847,0.517511,0.606486,0.572074,0.618297,0.55406,0.598025,0.55418,0.605484,0.82,0.81,1.112956
763,'2024/11/10 16:56:38:716',8,0.46919,0.467758,0.50755,0.471487,0.555687,0.48402,0.585685,0.496669,0.550522,0.51975,0.539696,0.414122,0.506512,0.604242,0.562872,0.6139,0.542565,0.593019,0.542546,0.60029,0.82,0.81,1.112956
764,'2024/11/10 16:56:38:749',8,0.461478,0.468335,0.498821,0.469803,0.547662,0.479433,0.578836,0.490315,0.535915,0.518344,0.529317,0.41406,0.494205,0.604282,0.551504,0.613434,0.528572,0.593283,0.528612,0.599626,0.82,0.81,1.112956
765,'2024/11/10 16:56:38:783',8,0.451382,0.471748,0.488221,0.471705,0.536839,0.479069,0.569479,0.4886,0.521701,0.516969,0.517285,0.411008,0.483949,0.606143,0.539883,0.614599,0.515914,0.592383,0.515792,0.600442,0.82,0.81,1.112956
766,'2024/11/10 16:56:38:816',8,0.444816,0.473049,0.480699,0.471093,0.529423,0.476199,0.562708,0.484872,0.510311,0.513902,0.508414,0.412,0.474794,0.604143,0.530889,0.611634,0.505477,0.589552,0.505403,0.59849,0.82,0.81,1.112956
767,'2024/11/10 16:56:38:849',8,0.436535,0.475014,0.4718,0.472024,0.520425,0.474764,0.55496,0.481805,0.496785,0.512538,0.497927,0.408368,0.465323,0.601276,0.520371,0.606688,0.493689,0.586423,0.493545,0.592879,0.82,0.81,1.112956
768,'2024/11/10 16:56:38:881',8,0.429959,0.477795,0.464259,0.473868,0.512531,0.474204,0.547992,0.479063,0.48373,0.516654,0.488112,0.41039,0.456277,0.602132,0.510905,0.606583,0.482519,0.588952,0.482358,0.594545,0.82,0.81,1.112956
769,'2024/11/10 16:56:38:916',8,0.422271,0.484833,0.455235,0.478119,0.503167,0.474317,0.53922,0.476292,0.471123,0.514537,0.476601,0.41072,0.446041,0.6061,0.50062,0.607208,0.471303,0.589772,0.470892,0.596382,0.82,0.81,1.112956
770,'2024/11/10 16:56:38:948',8,0.415042,0.486166,0.446016,0.478499,0.493036,0.472128,0.52994,0.47211,0.453756,0.514215,0.465116,0.412124,0.435889,0.609373,0.488523,0.608743,0.456584,0.589711,0.456409,0.603066,0.82,0.81,1.112956
771,'2024/11/10 16:56:38:981',8,0.407439,0.48917,0.436544,0.479554,0.482924,0.471059,0.519932,0.469518,0.440039,0.514132,0.453991,0.412144,0.423524,0.607082,0.48011,0.602914,0.444667,0.588484,0.444609,0.596176,0.82,0.81,1.112956
772,'2024/11/10 16:56:39:014',8,0.402065,0.493669,0.428164,0.482841,0.472334,0.47146,0.509475,0.467214,0.424551,0.521161,0.442433,0.415589,0.413589,0.612098,0.468542,0.607327,0.431326,0.594915,0.431274,0.602497,0.82,0.81,1.112956
773,'2024/11/10 16:56:39:047',8,0.398766,0.49745,0.422038,0.48602,0.463851,0.472444,0.500579,0.465591,0.413566,0.528666,0.433365,0.420234,0.409748,0.617074,0.461601,0.609979,0.423536,0.600233,0.423893,0.60974,0.82,0.81,1.112956
774,'2024/11/10 16:56:39:080',8,0.394139,0.499781,0.415554,0.488105,0.457216,0.473354,0.49349,0.46587,0.40206,0.532064,0.426223,0.421734,0.401425,0.618394,0.44946,0.613385,0.412048,0.604813,0.412533,0.61194,0.82,0.81,1.112956
775,'2024/11/10 16:56:39:113',8,0.392673,0.497827,0.41065,0.487792,0.447368,0.473877,0.480971,0.465476,0.392907,0.538032,0.417683,0.425072,0.397889,0.618631,0.441602,0.61277,0.405326,0.606406,0.405982,0.614014,0.82,0.81,1.112956
776,'2024/11/10 16:56:39:147',8,0.388233,0.500187,0.404983,0.489668,0.440661,0.474011,0.474358,0.463457,0.383409,0.540002,0.409573,0.427266,0.392298,0.620425,0.434425,0.613943,0.397804,0.609437,0.398667,0.616567,0.82,0.81,1.112956
777,'2024/11/10 16:56:39:180',8,0.383803,0.50278,0.399185,0.492796,0.433868,0.476435,0.467662,0.46494,0.374089,0.549303,0.40213,0.430781,0.386025,0.624418,0.427806,0.617585,0.390317,0.616054,0.391024,0.62154,0.82,0.81,1.112956
778,'2024/11/10 16:56:39:217',8,0.383316,0.504545,0.396858,0.493937,0.428608,0.476618,0.46086,0.463551,0.368514,0.550453,0.397316,0.431428,0.382368,0.625793,0.420989,0.619524,0.38478,0.61747,0.385491,0.624173,0.82,0.81,1.112956
779,'2024/11/10 16:56:39:250',8,0.379472,0.508578,0.392581,0.495518,0.423822,0.474365,0.454339,0.459766,0.366965,0.54813,0.392454,0.432484,0.380114,0.628823,0.418184,0.620976,0.38311,0.61896,0.383268,0.623224,0.82,0.81,1.112956
780,'2024/11/10 16:56:39:282',8,0.378201,0.504396,0.390996,0.493231,0.420964,0.473517,0.450913,0.459033,0.362405,0.548769,0.391336,0.429509,0.374847,0.630388,0.412651,0.623213,0.378002,0.62232,0.377794,0.627791,0.82,0.81,1.112956
781,'2024/11/10 16:56:39:316',8,0.376119,0.506783,0.386788,0.495026,0.415008,0.475316,0.444085,0.461242,0.355517,0.550818,0.385504,0.432296,0.369757,0.634385,0.406285,0.628263,0.372026,0.626524,0.371434,0.629796,0.82,0.81,1.112956
782,'2024/11/10 16:56:39:348',8,0.37206,0.508666,0.383212,0.49637,0.412251,0.475965,0.440687,0.462478,0.354293,0.550384,0.383476,0.433562,0.365892,0.6366,0.402406,0.630633,0.369314,0.627738,0.36843,0.630876,0.82,0.81,1.112956
783,'2024/11/10 16:56:39:382',8,0.370358,0.507222,0.380903,0.49434,0.409824,0.473546,0.438221,0.459868,0.349626,0.546387,0.380731,0.429427,0.363104,0.636804,0.399571,0.629884,0.365833,0.625667,0.365609,0.633682,0.82,0.81,1.112956
784,'2024/11/10 16:56:39:415',8,0.365814,0.506833,0.376472,0.494835,0.405258,0.475369,0.433392,0.462569,0.345673,0.543869,0.37676,0.428997,0.358104,0.636783,0.393195,0.632157,0.361352,0.626748,0.36052,0.633623,0.82,0.81,1.112956
785,'2024/11/10 16:56:39:449',8,0.358701,0.511922,0.369664,0.498511,0.39924,0.477582,0.42758,0.463977,0.339894,0.544027,0.369421,0.433958,0.354738,0.637882,0.388145,0.631708,0.356543,0.626992,0.356294,0.633055,0.82,0.81,1.112956
786,'2024/11/10 16:56:39:483',8,0.355024,0.516568,0.366062,0.502508,0.395026,0.481323,0.423859,0.467119,0.335903,0.550697,0.365167,0.437697,0.350017,0.641755,0.383743,0.635744,0.35228,0.631473,0.351654,0.637014,0.82,0.81,1.112956
787,'2024/11/10 16:56:39:515',8,0.352321,0.518855,0.36371,0.503019,0.392698,0.480258,0.421038,0.464741,0.335274,0.551544,0.362479,0.436164,0.348148,0.644953,0.38253,0.638,0.351227,0.633161,0.350901,0.640745,0.82,0.81,1.112956
788,'2024/11/10 16:56:39:548',8,0.352764,0.517062,0.36322,0.50157,0.390589,0.477965,0.418864,0.459146,0.331148,0.55244,0.359056,0.43407,0.349692,0.646337,0.383127,0.638493,0.350751,0.634101,0.351313,0.646799,0.82,0.81,1.112956
789,'2024/11/10 16:56:39:581',8,0.350912,0.52576,0.362368,0.509006,0.390009,0.480731,0.41842,0.457413,0.334787,0.56689,0.35667,0.440632,0.352438,0.653268,0.387228,0.642937,0.354588,0.641811,0.35481,0.652743,0.82,0.81,1.112956
790,'2024/11/10 16:56:39:615',8,0.352292,0.532107,0.363387,0.513793,0.390578,0.482437,0.417606,0.457488,0.338025,0.574147,0.357973,0.446861,0.354194,0.66492,0.391514,0.648257,0.357973,0.649558,0.358814,0.662234,0.82,0.81,1.112956
791,'2024/11/10 16:56:39:648',8,0.351679,0.5343,0.364912,0.513721,0.391872,0.476,0.417315,0.444336,0.348801,0.586803,0.357378,0.444225,0.365144,0.675113,0.40284,0.653206,0.370065,0.660352,0.37044,0.669617,0.82,0.81,1.112956
792,'2024/11/10 16:56:39:682',8,0.349215,0.551518,0.3629,0.525877,0.389803,0.4826,0.4151,0.445691,0.35446,0.598708,0.351993,0.453759,0.374965,0.694513,0.41728,0.65561,0.381752,0.670333,0.385584,0.689458,0.82,0.81,1.112956
793,'2024/11/10 16:56:39:716',8,0.347393,0.572452,0.361944,0.542671,0.390001,0.492706,0.415806,0.451732,0.360661,0.621865,0.351862,0.46915,0.380531,0.723357,0.427514,0.674657,0.38948,0.694311,0.39676,0.721355,0.82,0.81,1.112956
794,'2024/11/10 16:56:39:785',8,0.360229,0.512424,0.370825,0.501161,0.399391,0.483051,0.427745,0.469485,0.338396,0.552166,0.371611,0.447084,0.352274,0.630916,0.385926,0.625444,0.353276,0.624307,0.353645,0.627784,0.82,0.81,1.112956
795,'2024/11/10 16:56:39:814',8,0.360863,0.5118,0.371674,0.500007,0.399945,0.481412,0.428803,0.469006,0.339483,0.550044,0.371594,0.438402,0.351614,0.63215,0.386677,0.627904,0.354055,0.62489,0.353643,0.629867,0.82,0.81,1.112956
796,'2024/11/10 16:56:39:847',8,0.369459,0.501349,0.380562,0.491576,0.410031,0.476609,0.439077,0.467035,0.348522,0.545152,0.382813,0.431514,0.35986,0.627199,0.396441,0.625603,0.362943,0.619587,0.362419,0.62784,0.82,0.81,1.112956
797,'2024/11/10 16:56:39:880',8,0.373241,0.497662,0.3868,0.487557,0.420342,0.47374,0.451977,0.466857,0.358992,0.541957,0.390905,0.427798,0.368183,0.623206,0.410993,0.620365,0.373781,0.616136,0.373373,0.621711,0.82,0.81,1.112956
798,'2024/11/10 16:56:39:915',8,0.377479,0.492263,0.394377,0.483469,0.431224,0.472216,0.465839,0.466248,0.369214,0.536063,0.401207,0.42274,0.376535,0.617943,0.424843,0.614272,0.383945,0.609474,0.384058,0.616426,0.82,0.81,1.112956
799,'2024/11/10 16:56:39:949',8,0.377763,0.4927,0.39833,0.482943,0.439327,0.470797,0.476003,0.464028,0.382015,0.533138,0.407167,0.420996,0.384784,0.62004,0.436858,0.613955,0.395761,0.607665,0.39603,0.614657,0.82,0.81,1.112956
800,'2024/11/10 16:56:39:982',8,0.383033,0.494278,0.40715,0.483825,0.450574,0.472484,0.488067,0.467646,0.398112,0.526196,0.418982,0.418118,0.395346,0.614374,0.450471,0.607897,0.409795,0.599911,0.409795,0.606936,0.82,0.81,1.112956
801,'2024/11/10 16:56:40:015',8,0.390392,0.494219,0.418789,0.485052,0.463269,0.474756,0.499147,0.469387,0.422001,0.521477,0.433656,0.417277,0.409338,0.617739,0.464643,0.612661,0.428899,0.601349,0.429061,0.611105,0.82,0.81,1.112956
802,'2024/11/10 16:56:40:048',8,0.398794,0.492939,0.430177,0.485455,0.477614,0.477226,0.51447,0.473914,0.441185,0.531469,0.448116,0.419294,0.424475,0.619666,0.480609,0.615994,0.446652,0.606207,0.446883,0.613814,0.82,0.81,1.112956
803,'2024/11/10 16:56:40:082',8,0.405964,0.494934,0.43946,0.488478,0.48754,0.481069,0.524107,0.477812,0.456503,0.537751,0.458876,0.424478,0.436908,0.624051,0.490786,0.621343,0.460103,0.609611,0.46044,0.617799,0.82,0.81,1.112956
804,'2024/11/10 16:56:40:115',8,0.413853,0.49229,0.448816,0.485859,0.497844,0.48107,0.533638,0.481134,0.471707,0.534149,0.471347,0.422773,0.44774,0.627233,0.502433,0.624446,0.473612,0.612399,0.473919,0.619174,0.82,0.81,1.112956
805,'2024/11/10 16:56:40:148',8,0.421994,0.490748,0.458641,0.485775,0.508174,0.48399,0.543387,0.486288,0.48711,0.536258,0.483653,0.420807,0.457151,0.628056,0.514466,0.627116,0.48656,0.613861,0.486882,0.620656,0.82,0.81,1.112956
806,'2024/11/10 16:56:40:182',8,0.430422,0.489951,0.467614,0.485109,0.516961,0.484944,0.551294,0.488576,0.500275,0.537422,0.493898,0.422158,0.470197,0.628459,0.52201,0.627918,0.498271,0.612802,0.498716,0.621324,0.82,0.81,1.112956
807,'2024/11/10 16:56:40:215',8,0.43929,0.485708,0.476967,0.484003,0.525338,0.48658,0.558405,0.49134,0.512171,0.537752,0.504663,0.424733,0.478921,0.627768,0.530951,0.628497,0.508732,0.613216,0.509041,0.62082,0.82,0.81,1.112956
808,'2024/11/10 16:56:40:248',8,0.446167,0.483963,0.484314,0.484826,0.532655,0.490932,0.564717,0.497172,0.522229,0.54032,0.51352,0.427442,0.487597,0.630186,0.539129,0.632098,0.518233,0.616097,0.518513,0.623223,0.82,0.81,1.112956
809,'2024/11/10 16:56:40:281',8,0.453522,0.48179,0.492995,0.484879,0.541812,0.493969,0.572708,0.502041,0.53578,0.542801,0.524671,0.427158,0.496974,0.630957,0.549049,0.6348,0.529776,0.618769,0.529986,0.62481,0.82,0.81,1.112956
810,'2024/11/10 16:56:40:315',8,0.462837,0.480632,0.50198,0.48441,0.549814,0.494926,0.578579,0.504007,0.549033,0.544668,0.53431,0.430242,0.505885,0.628522,0.55867,0.634512,0.541094,0.618562,0.541108,0.624612,0.82,0.81,1.112956
811,'2024/11/10 16:56:40:348',8,0.470843,0.48146,0.510283,0.487509,0.557025,0.499772,0.58499,0.509168,0.559049,0.551623,0.543433,0.434698,0.513479,0.632626,0.566268,0.640385,0.549764,0.624781,0.549576,0.629603,0.82,0.81,1.112956
812,'2024/11/10 16:56:40:382',8,0.479344,0.483831,0.518421,0.490957,0.563925,0.50441,0.589952,0.514137,0.570272,0.556652,0.551991,0.438424,0.523768,0.636575,0.574269,0.643788,0.560237,0.628608,0.559992,0.633503,0.82,0.81,1.112956
813,'2024/11/10 16:56:40:415',8,0.487278,0.483963,0.526717,0.4929,0.57151,0.507415,0.596438,0.517112,0.580884,0.56087,0.56134,0.442313,0.530488,0.639142,0.581496,0.64812,0.568403,0.633821,0.568253,0.638559,0.82,0.81,1.112956
814,'2024/11/10 16:56:40:448',8,0.495335,0.485108,0.53482,0.495527,0.578292,0.510794,0.601407,0.520433,0.591477,0.566852,0.57042,0.446865,0.536831,0.64187,0.58667,0.652161,0.575946,0.637944,0.575488,0.645835,0.82,0.81,1.112956
